ID_RETRO,ID_FANGRAPHS,LAST_NAME,GIVEN_NAME
davik003,9112,Davis,Khristopher Adrian
davik101,1003064,Davis,George Willis
davil001,1003065,Davis,Johnny Lance
davil101,1003066,Davis,Alfonzo DeFord
davim001,1003067,Davis,Mark William
davim004,1003068,Davis,Mark Anthony
davim002,1003070,Davis,Michael Dwayne
davio101,1003071,Davis,Odie Ernest
davio102,1003072,Davis,Otis Allen
davip101,1003073,Davis,Roy Thomas
davir003,3708,Davis,Rajai Lavae
davir102,1003074,Davis,Ronald Everette
davir001,1003075,Davis,Ronald Gene
davir004,14962,Davis,William Theron
davir002,1003076,Davis,Russell Stuart
davis101,1003078,Davis,Virgil Lawrence
davis102,1003079,Davis,Steven Michael
davis002,1003081,Davis,Steven Kennon
davis001,1003080,Davis,George Earl
davit004,12782,Davis,Taylor M.
davit002,1003082,Davis,Timothy Howard
davit101,1003083,Davis,Thomas Oscar
davit003,1003085,Davis,Thomas James
davit103,1003084,Davis,Herman Thomas
davit001,1003086,Davis,Trench Neal
daviw001,7441,Davis,Wade Allen
daviw103,1003087,Davis,Wiley Anderson
daviw102,1003088,Davis,William Henry
daviw101,1003089,Davis,Woodrow Wilson
davim101,1003069,Davison,Michael Lynn
davis003,1003077,Davison,Scotty Ray
dawkt001,316,Dawkins,Travis Sentell
dawlb001,1003090,Dawley,William Chester
dawlj001,1632,Dawley,Joseph Thomas
dawsa001,1003091,Dawson,Andre Nolan
dawsj101,1003092,Dawson,Ralph Fenton
dawsr101,1003093,Dawson,Rexford Paul
day-b101,1003094,Day,William J.
day-b102,1003095,Day,Charles Frederick
day-d001,5542,Day,Amos Dewon
day-c101,1003098,Day,Henry Clyde
day-z001,1496,Day,Stephen Zachary
dayeb001,1003096,Dayett,Brian Kelly
daylk001,1003097,Dayley,Kenneth Grant
daytg001,11203,Dayton,Grant A.
deaza001,3371,De Aza,Alejandro Alberto
decay001,2329,de Caster,Yurendell Eithel
defrj001,4955,De Fratus,Justin Andrew
dejei002,9886,De Jesus,Ivan
dejei001,1003150,de Jesus,Ivan
dejej001,1003151,de Jesus,Jose Luis
dejoc001,15036,De Jong,Chase Louis
dejoj001,4329,De Jong,Jordan Jay
delae001,3920,De La Cruz,Eulogio
delaj003,12825,De La Cruz,Joel
delat102,1003154,de la Cruz,Tomas
delam101,1003159,de la Hoz,Miguel Angel
delar001,1003161,de la Maza,Roland Robert
delad001,10095,De La Rosa,Dane David
delae002,4055,De La Rosa,Eury
delaf001,1003165,de la Rosa,Francisco
delaj101,1003166,de la Rosa,Jesus
delaj001,2047,De La Rosa,Jorge Alberto
delar003,3862,De La Rosa,Rubby Carlos
delat001,7227,de la Rosa,Tomas Agramonte
delaj002,787,De La Torre,Jose Hairam
delej002,5397,De Leon,Jorge Luis
delej003,15463,De Leon,Jose Eugenio
deloa001,12962,De Los Santos,Abel
NULL,18403,De Los Santos,Enyel
delof001,5841,De Los Santos,Fautino
delol001,1003180,de los Santos,Luis Manuel
delol002,1203,de los Santos,Luis
delor101,1003181,de los Santos,Ramon
delov001,681,De Los Santos,Valerio Lorenzo
depaj002,1827,De Paula,Jorge
depaj004,5744,De Paula,Jose Alberto
devrc001,8201,De Vries,Cole William
deagr101,1003099,Deagle,Lorenzo Burroughs
deagr001,1705,Deago,Roger I.
dealc102,1003100,Deal,Charles Albert
dealc101,1003101,Deal,Ellis Ferguson
deall101,1003102,Deal,Fred Lindsay
deals101,1003103,Deal,John Wesley
dealp101,1003104,Dealy,Patrick E.
NULL,18288,Dean,Austin James
deanc101,1003105,Dean,Alfred Lovell
deand102,1003106,Dean,Jay Hanna
deand101,1003107,Dean,Charles Wilson
deanh102,1003109,Dean,James Harry
deanp001,11350,Dean,Patrick Michael
deanp101,1003110,Dean,Paul Dee
deant101,1003111,Dean,Tommy Douglas
deanw101,1003112,Dean,Wayland Ogden
deanh101,1003108,Deane,John Henry
dearb101,1003113,Dear,Paul Stanford
dearc101,1003114,DeArmond,Charles Hommer
deasj101,1003115,Deasley,John
deasp101,1003116,Deasley,Thomas H.
debad101,1003117,DeBarr,Dennis Lee
debeh101,1003118,DeBerry,John Herman
debej101,1003119,DeBerry,Joseph Gaddy
debua101,1003120,DeBus,Adam Joseph
debud101,1003121,DeBusschere,David Albert
decaa101,1003122,Decatur,Arthur Rue
decid001,1003123,DeCinces,Douglas Vernon
deckc001,9665,Decker,Cody Marshall
deckf101,1003124,Decker,Frank
deckg101,1003125,Decker,George A.
deckh101,1003126,Decker,Earle Harry
deckj001,7945,Decker,Jaff Kyle
deckj101,1003127,Decker,George Henry
deckm101,1003128,Decker,Dee Martin
decks001,1003129,Decker,Steven Michael
dedea101,1003130,Dede,Arthur Richard
deder101,1003131,Dedeaux,Raoul Martial
dedmj001,1003132,Dedmon,Jeffrey Linden
dedrj001,1003133,Dedrick,James Michael
dedus001,5285,Deduno,Samuel
dee-j101,1003135,Dee,James J.
dee-s101,1003139,Dee,Maurice Leo
deegd101,1003134,Deegan,William Joseph
deerr001,1003137,Deer,Robert George
deerj101,1003136,Deering,John Thomas
deesc101,1003138,Dees,Charles Henry
NULL,16687,Deetz,Dean
defat101,1003140,DeFate,Clyde Herbert
defra101,1003141,DeFreites,Arturo Marcelino
degem101,1003142,DeGerick,Michael Arthur
degrr101,1003143,DeGroff,Edward Arthur
degrj001,10954,deGrom,Jacob Anthony
dehak001,1027,DeHaan,Korwin Jay
dehar001,1723,DeHart,Richard Allen
dehlh101,1003144,Dehlman,Herman J.
deidj101,1003145,Deidel,James Lawrence
deinp101,1003146,Deininger,Otto Charles
deisp101,1003147,Deisel,Edward
deitb101,1003148,Deitrick,William Alexander
dejam101,1003149,Dejan,Michael Dan
dejem001,682,DeJean,Michel Dwain
dejed001,1825,DeJesus,David Christopher
dejom101,1003152,DeJohn,Mark Stephen
dejop001,18015,DeJong,Paul Sterling
dekob101,1003153,DeKoning,William Callahan
delgb101,1003172,Del Greco,Robert George
delre001,4204,Del Rosario,Enerio
rosaf001,2091,Del Rosario,Francisco Alberto
delsg101,1003182,Del Savio,Garton Orville
deltm001,1003184,Del Toro,Miguel
delas001,11827,Delabar,Steven Edward
delae101,1003155,Delahanty,Edward James
delaf101,1003156,Delahanty,Frank George
delaj103,1003157,Delahanty,James Christopher
delaj102,1003158,Delahanty,Joseph Nicholas
delat101,1003160,Delahanty,Thomas James
delab102,1003164,DeLancey,William Pinkney
delaa101,1003162,Delaney,Arthur Dewey
delab101,1003163,Delaney,William L.
delar002,5100,Delaney,Robert James
delcm001,3180,Delcarmen,Manuel
delej001,1003168,DeLeon,Jose
delel001,1003169,DeLeon,Luis Antonio
delga001,1003170,Delgado,Alexander
delgc001,1297,Delgado,Carlos Juan
delgj001,3308,Delgado,Jesus Andres
delgp101,1003171,Delgado,Luis Felipe
delgr001,5985,Delgado,Randall Enrique
delgw001,1150,Delgado,Wilson
delhf101,1003173,Delhi,Lee William
delij101,1003174,Delis,Juan Francisco
delke101,1003175,Delker,Edward Alberts
dellw101,1003177,Dell,William George
dellj001,1003176,Dellaero,Jason Christopher
delld001,1402,Dellucci,David Michael
delmb101,1003178,Delmas,Albert Charles
delmn001,13157,Delmonico,Nicholas John
deloi101,1003179,Delock,Ivan Martin
delsj101,1003183,Delsing,James Henry
delur001,1003185,DeLucia,Richard Anthony
demaj101,1003186,DeMaestri,Joseph Paul
demaf101,1003189,Demarais,Frederick
demaa101,1003187,Demaree,Albert Wentworth
demaf102,1003190,Demaree,Joseph Franklin
demac001,4361,Demaria,Christopher Neil
demab101,1003188,DeMars,William Lester
demes001,868,Demel,Samuel Vincent
demej101,1003191,DeMerit,John Stephen
demel101,1003192,Demery,Lawrence Calvin
demed101,1003193,Demeter,Donald Lee
demes101,1003194,Demeter,Stephen
demih101,1003195,DeMiller,Harry
demmr101,1003196,Demmitt,Charles Raymond
demod101,1003197,DeMola,Donald John
demog101,1003198,DeMontreville,Eugene Napoleon
demol101,1003199,DeMontreville,Leon
demob101,1003200,DeMott,Benyew Harrison
dempc101,1003201,Dempsey,Cornelius Francis
dempm101,1003202,Dempsey,Mark Steven
dempr001,1003203,Dempsey,John Rikard
dempr002,517,Dempster,Ryan Scott
dendm001,11385,den Dekker,Matthew G.
deneb101,1003204,Denehy,William Francis
denkt001,6155,Denker,Travis Norton
denmb101,1003205,Denman,Brian John
dennt101,1003206,Dennehey,Thomas Francis
dennk001,7192,Denney,Kyle Dean
dennr001,9261,Dennick,Ryan David
denno101,1003208,Denning,Otto George
dennd101,1003207,Dennis,Donald Ray
dennj101,1003209,Denny,Jeremiah Dennis
dennj001,1003210,Denny,John Allen
denoc001,4400,Denorfia,Christopher Anthony
densd001,1003211,Denson,Andrew
dentb001,1003212,Dent,Russell Earl
dente101,1003213,Dent,Elliott Estill
dents101,1003214,Dente,Samuel Joseph
denzr101,1003215,Denzer,Roger
depam101,1003216,DePangher,Michael Anthony
depaj001,1792,Depastino,Joseph Bernard
depaj003,2786,DePaula,Julio Cesar
depas001,377,DePaula,Sean Michael
depht101,1003217,DePhillips,Anthony Andrew
derbg102,1003219,Derby,Eugene A.
derbg101,1003218,Derby,George Henry
dermm001,14844,Dermody,Matthew Phillip
dernb001,1003220,Dernier,Robert Eugene
derom001,1392,DeRosa,Mark Thomas
derrc101,1003221,Derrick,Claud Lester
derrm101,1003223,Derrick,James Michael
derrp101,1003224,Derringer,Samuel Paul
derrj101,1003222,Derrington,Charles James
derrr101,1003225,Derry,Alva Russell
desjs101,1003231,Des Jardien,Paul Raymond
desaj001,1003226,DeSa,Joseph
desam001,5439,DeSalvo,Matthew Thomas
desag101,1003227,Desautels,Eugene Abraham
descd001,8392,Descalso,Daniel William
desca001,13050,DeSclafani,Anthony James
deshj001,1003228,Deshaies,James Joseph
deshd002,11379,DeShields,Delino Diaab
deshd001,275,DeShields,Delino Lamont
deshj101,1003229,DeShong,James Brooklyn
desij001,1003230,DeSilva,John Reed
desmi001,6885,Desmond,Ian M.
despo001,16017,Despaigne,Odrisamer
dessr101,1003232,Dessau,Frank Rolland
desse001,317,Dessens,Elmer
desto001,1003233,Destrade,Orestes
dethb101,1003234,Detherage,Robert Wayne
detog101,1003235,Detore,George Francis
dettj001,1003236,Dettmer,John Franklin
dettt101,1003237,Dettore,Thomas Anthony
detwd101,1003238,Detweiler,Robert Sterling
detwr001,2859,Detwiler,Ross Emery
deutm101,1003239,Deutsch,Melvin Elliott
devac001,1003240,Devarez,Cesar Salvatore
devec101,1003241,Devens,Charles
devec001,12763,Devenski,Christopher Michael
devem001,1003242,Devereaux,Michael
dever001,17350,Devers,Rafael Calcano
devia101,1003243,Devine,Paul Adrian
devij001,9862,Devine,Joseph Neal
devim101,1003246,Devine,William Patrick
devih101,1003244,Deviney,Harold John
devib101,1003247,DeViveiros,Bernard John
devla101,1003248,Devlin,Arthur McArthur
devlj101,1003251,Devlin,James Raymond
devlj102,1003250,Devlin,James H.
devlj103,1003249,Devlin,James Alexander
devor101,1003252,DeVogt,Rex Eugene
devod001,1923,DeVore,Doug Rinehart
devoj101,1003254,Devore,Joshua M.
devoa101,1003253,DeVormer,Albert E.
devow101,1003255,Devoy,Walter Joseph
dewac101,1003256,Dewald,Charles H.
dewem001,1003257,Dewey,Mark Alan
dewij001,1003258,DeWillis,Jeffrey Allen
dewib001,7485,DeWitt,Blake Robert
dewim001,1028,DeWitt,Matthew Brian
dextc101,1003259,Dexter,Charles Dana
diams001,5089,Diamond,Scott Michael
diamt001,8025,Diamond,Thomas Nicklaus
diaza003,15937,Diaz,Aledmys
diaza001,1003260,Diaz,Alexis
diaza002,6403,Diaz,Argenis Jose
diazb001,1003261,Diaz,Baudilio Jose
diazc002,1003263,Diaz,Carlos Francisco
diazc001,1003262,Diaz,Carlos Antonio
diazd001,11543,Diaz,Dayan Enrique
diaze003,1003265,Diaz,Eddy Javier
diaze001,1003264,Diaz,Edgar
diaze006,14710,Diaz,Edwin Orlando
diaze004,1003266,Diaz,Edwin
diaze002,378,Diaz,Einar Antonio
diaze005,11680,Diaz,Elias David
diazf001,1932,Diaz,Felix Antonio
diazj006,12774,Diaz,Jairo Jose
diazj004,4142,Diaz,Jonathan
diazj002,2057,Diaz,Joselo
diazj001,187,Diaz,Juan Carlos
diazj003,9235,Diaz,Juan Habisail
diazj005,3397,Diaz,Jose Rafael
diazm002,1003267,Diaz,Mario Rafael
diazm003,1771,Diaz,Matthew Edward
diazm004,18815,Diaz,Miguel Angel
diazm001,1003268,Diaz,Michael Anthony
diazr001,3248,Diaz,Robinzon
diazv001,3424,Diaz,Victor Israel
diazy001,16578,Diaz,Yandy
dibbr001,1003269,Dibble,Robert Keith
dibup101,1003270,Dibut,Pedro
dickp101,1003276,Dicken,Paul Franklin
dickl101,1003275,Dickerman,Leo Louis
dicka001,12649,Dickerson,Alexander Ross
dickb102,1003272,Dickerson,Lewis Pessano
dickc001,7095,Dickerson,Christopher Charles
dickc002,10762,Dickerson,McKenzie Corey
dickg102,1003273,Dickerson,George Clark
dickb101,1003271,Dickey,William Malcolm
dickg101,1003274,Dickey,George Willard
dickr001,1245,Dickey,Robert Allen
dicke101,1003277,Dickman,George Emerson
dickj102,1003280,Dickshot,John Oscar
dickb001,6979,Dickson,Brandon Lee
dickj001,1003278,Dickson,Jason Royce
dickj101,1003279,Dickson,James Edward
dickl001,1003281,Dickson,Lance Michael
dickm101,1003282,Dickson,Murry Monroe
dicko001,12677,Dickson,O'Koyea Rishaard
dickw101,1003283,Dickson,Walter Raleigh
didib101,1003284,Didier,Robert Daniel
diehe101,1003285,Diehl,Ernest Guy
diehg101,1003286,Diehl,George Krause
diekj001,5003,Diekman,Jacob Tanner
dierc101,1003287,Diering,Charles Edward Allen
dierl101,1003288,Dierker,Lawrence Edward
dietb101,1003289,Dietrich,William John
dietd001,10542,Dietrich,Derek Richard
dietd101,1003290,Dietz,Richard Allen
dietd102,1003291,Dietz,Lloyd Arthur
dietr101,1003292,Dietzel,Leroy Louis
difaj101,1003293,Difani,Clarence Joseph
difem002,2468,DiFelice,Mark Andrew
difem001,1151,Difelice,Michael William
difow001,14320,Difo,Wilmer Francisco
diggb001,1599,Diggins,Benjamin Howard
diggr101,1003294,Diggs,Reese Wilson
digns101,1003295,Dignan,Stephen E.
dilaj101,1003296,DiLauro,Jack Edward
dilld101,1003297,Dillard,David Donald
dillg001,1003298,Dillard,Gordon Lee
dillp104,1003299,Dillard,Robert Lee
dills101,1003300,Dillard,Stephen Bradley
dillt001,5518,Dillard,Timothy Charles
dillp101,1003301,Dillhoefer,William Martin
dillb102,1003302,Dillinger,Robert Bernard
dillh101,1003303,Dillinger,Harley Hugh
dillb101,1003304,Dillman,William Howard
dillj001,2384,Dillon,Joseph William
dillj101,1003305,Dillon,John
dillp102,1003306,Dillon,Patrick Henry
dillp103,1003307,Dillon,Frank Edward
dills102,1003308,Dillon,Stephen Edward
dilom001,1003309,Dilone,Miguel Angel
dimad101,1003310,DiMaggio,Dominic Paul
dimaj101,1003311,DiMaggio,Joseph Paul
dimav101,1003312,DiMaggio,Vincent Paul
dimif001,1003313,DiMichele,Frank Lawrence
dimmm101,1003314,Dimmel,Michael Wayne
dinal001,1894,DiNardo,Leonard Edward
dinek101,1003315,Dineen,Kerry Michael
dingv101,1003316,Dinges,Vance George
dingc001,318,Dingman,Craig Allen
dinkb001,3814,Dinkelman,Brian Adam
dinnb101,1003317,Dinneen,William Henry
diorm101,1003318,Diorio,Ronald Michael
dipib101,1003319,DiPietro,Robert Louis Paul
dipif001,1003320,DiPino,Frank Michael
dipoj001,1003321,Dipoto,Gerard Peter
dirka001,6453,Dirks,Andrew Lee
disag001,1003322,Disarcina,Gary Thomas
discg101,1003323,Disch,George Charles
dishg001,1003324,Dishman,Glenelg Edward
dista101,1003325,Distaso,Alec John
distb001,1003326,Distefano,Benito James
distd101,1003327,Distel,George Adam
ditma101,1003328,Ditmar,Arthur John
dittj101,1003329,Dittmer,John Douglas
divim101,1003330,Divis,Edward George
NULL,15214,Dixon,Brandon Allen
dixok001,1003331,Dixon,Kenneth John
dixol101,1003332,Dixon,Leo Moses
dixos101,1003333,Dixon,John Craig
dixos001,1003334,Dixon,Steven Ross
dixot101,1003335,Dixon,Thomas Earl
dlugb001,8273,Dlugach,Brent P.
doakb101,1003336,Doak,William Leopold
doanw101,1003337,Doan,Walter Rudolph
dobbj102,1003339,Dobb,John Kenneth
dobbd101,1003338,Dobbek,Daniel John
dobbg001,2158,Dobbs,Gregory Stuart
dobbj101,1003340,Dobbs,John Gordon
dober101,1003341,Dobens,Raymond Joseph
dobej101,1003342,Dobernic,Andrew Joseph
dobsc101,1003343,Dobson,Charles Thomas
dobsj101,1003344,Dobson,Joseph Gordon
dobsp101,1003345,Dobson,Patrick Edward
dobyl101,1003346,Doby,Lawrence Eugene
dockg101,1003347,Dockins,George Woodrow
doddo101,1003348,Dodd,Ona Melvin
doddr001,1003349,Dodd,Robert Wayne
doddt001,1003350,Dodd,Thomas Marion
dodgj101,1003351,Dodge,John Lewis
dodgs101,1003352,Dodge,Samuel Edward
dodsp001,1003353,Dodson,Patrick Neal
doe-f101,1003354,Doe,Alfred George
doerb101,1003355,Doerr,Robert Pershing
dohee101,1003356,Doheny,Edward Richard
dohej101,1003357,Doherty,John Michael
dohej001,1003358,Doherty,John Harold
dohms001,1936,Dohmann,Christopher Scott
dolab101,1003359,Dolan,Leon Mark
dolac102,1003361,Dolan,Albert James
dolac101,1003360,Dolan,Patrick Henry
dolaj101,1003363,Dolan,Joseph
dolaj102,1003362,Dolan,John
dolat101,1003364,Dolan,Thomas J.
dolel101,1003365,Dole,Lester Carrington
dolir001,4185,Dolis,Rafael Jose
doljf101,1003366,Doljack,Frank Joseph
dolla101,1003367,Doll,Arthur James
dolsf001,5424,Dolsi,Freddy
domic001,9718,Dominguez,Christopher Omar
domij002,11571,Dominguez,Jose Alfredo
domij001,1796,Dominguez,Juan Ramon
domim001,4903,Dominguez,Matthew Scott
NULL,19249,Dominguez,Seranthony Ambioris
domia001,1948,Dominique,Andrew John
donad101,1003368,Donahue,John Stephen Michael
donaj103,1003370,Donahue,John Augustus
donaj104,1003369,Donahue,James Augustus
donaj102,1003371,Donahue,John Frederick
donap101,1003372,Donahue,Patrick William
donar101,1003373,Donahue,Francis L.
donas101,1003374,Donahue,Charles Michael
donat101,1003375,Donahue,Timothy Cornelius
donaa101,1003376,Donald,Richard Atley
donaj002,9331,Donald,Jason Thomas
donae101,1003377,Donalds,Edward Alexander
donaj101,1003378,Donaldson,John David
donaj001,5038,Donaldson,Joshua Adam
dondl101,1003379,Dondero,Leonard Peter
donlm101,1003380,Donlin,Michael Joseph
donnb101,1003381,Donnelly,Sylvester Urban
donnb001,1441,Donnelly,Brendan Kevin
donne101,1003383,Donnelly,Edward Vincent
donne102,1003382,Donnelly,Edward
donnf101,1003384,Donnelly,Franklin Marion
donnj101,1003385,Donnelly,James B.
donnp101,1003387,Donnelly,Peter J.
donnc001,1396,Donnels,Chris Barton
donoj102,1003389,Donoghue,Alexander F.
donoj103,1003388,Donohue,James Thomas
donop102,1003390,Donohue,Peter Joseph
donot101,1003391,Donohue,Thomas James
donol101,1003392,Donoso,Lino
donob101,1003393,Donovan,William Edward
donob102,1003394,Donovan,Willard Earl
donod101,1003395,Donovan,Richard Edward
donof101,1003396,Donovan,Frederick Maurice
donoj101,1003397,Donovan,Jeremiah Francis
donom101,1003398,Donovan,Michael Berchman
donop101,1003399,Donovan,Patrick Joseph
donot102,1003400,Donovan,Thomas Joseph
dooir101,1003401,Dooin,Charles Sebastian
doolm101,1003402,Doolin,Michael Joseph
dools001,1581,Doolittle,Sean Robert
doomh101,1003403,Dooms,Henry E.
dopsj001,1003404,Dopson,John Robert
dorab001,1003406,Doran,William Donald
dorab101,1003405,Doran,William James
doraj101,1003407,Doran,John F.
dorat101,1003408,Doran,Thomas J.
dorgj101,1003409,Dorgan,Jeremiah F.
dorgm101,1003410,Dorgan,Michael Cornelius
dorif101,1003411,Dorish,Harry
dormc101,1003412,Dorman,Charles William
dormr101,1003413,Dorman,Charles Dwight
dornd001,1050,Dorn,Daniel Casey
dorng101,1003414,Dorner,Augustus
dorrb101,1003415,Dorr,Charles Albert
dorsb001,1003416,Dorsett,Brian Richard
dorsc101,1003417,Dorsett,Calvin Leavelle
dorsj001,1003420,Dorsey,James Edward
dorsj101,1003418,Dorsey,Joseph Wilbur
dortm001,2562,Dorta,Melvin A.
dosch101,1003421,Doscher,John Henry
doscj101,1003422,Doscher,John Henry
dostd001,1003423,Doster,David Eric
doteo001,555,Dotel,Octavio Eduardo
dotsr001,1003424,Dotson,Richard Elliott
dottg101,1003426,Dotter,Gary Richard
dottd101,1003425,Dotterer,Henry John
dotyb101,1003427,Doty,Elmer L.
doubf001,1478,Doubront,Felix Antonio
dougc101,1003428,Dougherty,Charles William
dougj001,1003429,Dougherty,James Elliott
dougp102,1003430,Dougherty,Patrick Henry
dougt101,1003431,Dougherty,Thomas James
dougj101,1003433,Douglas,John Franklin
dougl101,1003435,Douglas,Lawrence Howard
dougp101,1003436,Douglas,Phillip Brooks
dougw101,1003437,Douglas,Charles William
douga101,1003432,Douglass,Astyanax Saunders
dougk101,1003434,Douglass,William Bingham
dougs001,133,Douglass,Sean Reed
doumr001,2113,Doumit,Ryan Matthew
doutt101,1003438,Douthit,Taylor Lee
doved001,6240,Dove,Dennis Anthony
dow-c101,1003439,Dow,Clarence G.
dowdj101,1003440,Dowd,John Leo
dowdk101,1003441,Dowd,James Joseph
dowds101,1003442,Dowd,Raymond Bernard
dowdt101,1003443,Dowd,Thomas Jefferson
dowek001,1003444,Dowell,Kenneth Allen
dowij101,1003445,Dowie,Joseph E.
dowld101,1003446,Dowling,David Barclay
dowlp101,1003447,Dowling,Henry James Peter
downr102,1003448,Downey,Alexander Cummings
downt101,1003449,Downey,Thomas Edward
downa101,1003450,Downing,Alphonso Erwin
downb001,1003451,Downing,Brian Jay
downd001,5903,Downs,Darin Burton
downd101,1003452,Downs,David Ralph
downk001,1003453,Downs,Kelly Robert
downm001,957,Downs,Russell Matt
downr101,1003454,Downs,Jerome Willis
downs001,773,Downs,Scott Jeremy
dowst101,1003455,Dowse,Thomas Joseph
doylb101,1003456,Doyle,Brian Reed
doylc102,1003457,Doyle,William Carl
doylc101,1003458,Doyle,Cornelius J.
doyld101,1003459,Doyle,Howard James
doyld102,1003460,Doyle,Robert Dennis
doylj103,1003461,Doyle,John Joseph
doylj102,1003465,Doyle,Jacob Dixon
doylj101,1003463,Doyle,Jeffrey Donald
doylj105,1003462,Doyle,Jesse Herbert
doylj107,1003464,Doyle,James Francis
doylj104,1003466,Doyle,John Aloysius
doyll101,1003467,Doyle,Lawrence Joseph
doylp101,1003468,Doyle,Paul Sinnott
doylj106,1003469,Doyle,Judd Bruce
doync001,7262,Doyne,Michael Cory
dozib001,9810,Dozier,James Brian
dozib101,1003470,Dozier,William Joseph
dozid001,1003471,Dozier,William Henry
dozih001,15117,Dozier,Hunter William
dozit001,1003472,Dozier,Thomas Dean
drabd001,1003473,Drabek,Douglas Dean
drabk001,4359,Drabek,Kyle Jordan
drabm101,1003474,Drabowsky,Myron Walter
dragd101,1003475,Drago,Richard Anthony
drahb001,1003476,Drahman,Brian Stacy
drakd101,1003477,Drake,Delos Daniel
drakl102,1003478,Drake,Larry Francis
drakl101,1003479,Drake,Logan Gaffney
draku101,1003480,Drake,Lyman Daniel
drako001,8823,Drake,Oliver Gardner
draks102,1003481,Drake,Samuel Harrison
draks101,1003482,Drake,Solomon Louis
drakt101,1003483,Drake,Thomas Kendall
drank001,1248,Dransfeldt,Kelly Daniel
drapm001,1003484,Draper,Michael Anthony
drauj101,1003485,Drauby,Jacob F.
dravd001,1003486,Dravecky,David Francis
dreet001,1003488,Drees,Thomas Kent
dreeb101,1003487,Dreesen,William Richard
dreid001,647,Dreifort,Darren James
dreic101,1003489,Dreisewerd,Clemens Johann
dresb102,1003490,Drescher,William Clayton
dresr001,379,Drese,Ryan Thomas
dresc101,1003492,Dressen,Charles Walter
dresl101,1003494,Dressen,Leo August
dresk001,1003493,Dressendorfer,Kirk Richard
dresb101,1003491,Dresser,Robert Nicholson
dresr101,1003495,Dressler,Robert Alan
drewc001,1003496,Drew,Cameron Steward
drewd101,1003497,Drew,David
drewj001,1152,Drew,David Jonathan
drews001,4251,Drew,Stephen Oris
drewt001,380,Drew,Timothy Andrew
drewf101,1003498,Drews,Frank John
drewk101,1003499,Drews,Karl August
dreys001,1003500,Dreyer,Steven William
dried001,1003501,Driessen,Daniel
drill101,1003502,Drill,Lewis L.
drisd102,1003504,Driscoll,Dennis F.
drisd101,1003503,Driscoll,John F.
drisj101,1003505,Driscoll,James Bernard
drism102,1003506,Driscoll,Michael Columbus
drisp101,1003507,Driscoll,John Leo
drist001,134,Driskill,Travis Corey
drism101,1003508,Drissel,Michael F.
droht101,1003509,Drohan,Thomas F.
dropw101,1003510,Dropo,Walter
drotd101,1003511,Drott,Richard Fred
drucl101,1003512,Drucke,Louis Frank
druhc101,1003513,Druhot,Carl A.
drumt001,1003514,Drummond,Timothy Darnell
drumk101,1003515,Drumright,Keith Alan
drurb001,11615,Drury,Brandon S.
drysd101,1003516,Drysdale,Donald Scott
dubim101,1003517,Dubiel,Walter John
dubob001,1003518,Dubois,Brian Andrew
duboj001,1941,Dubois,Jason Bradford
duboe001,1633,DuBose,Eric Ladell
dubuj101,1003519,Dubuc,Jean Joseph Octave
duceb001,1003520,Ducey,Robert Thomas
duchj001,910,Duchscherer,Justin Craig
duckb001,954,Duckworth,Brandon J.
duckj101,1003521,Duckworth,James Raymond
dudal001,2502,Duda,Lucas Christopher
dudlc101,1003522,Dudley,Elzie Clise
dudrj101,1003523,Dudra,John Joseph
duenb001,4064,Duensing,Brian Matthew
duesh101,1003524,Dues,Hal Joseph
duffl101,1003528,Duff,Cecil Elba
duffm001,1565,Duff,Matthew Clark
duffp101,1003529,Duff,Patrick Henry
duffj102,1003525,Duffalo,James Francis
duffc101,1003526,Duffee,Charles Edward
dufft001,13758,Duffey,Tyler Blinn
duffj101,1003527,Duffie,John Brown
duffb101,1003530,Duffy,Bernard Allen
duffc001,3605,Duffy,Christopher Ellis
duffd001,3542,Duffy,Daniel Richard
duffe101,1003531,Duffy,Edward Charles
dufff101,1003532,Duffy,Frank Thomas
duffh101,1003533,Duffy,Hugh
duffm003,12181,Duffy,Matthew Edward
duffm002,13836,Duffy,Matthew Michael
dugab101,1003534,Dugan,William H.
dugad101,1003535,Dugan,Daniel Phillip
dugae101,1003536,Dugan,Edward Joseph
dugaj101,1003537,Dugan,Joseph Anthony
dugag101,1003538,Dugas,Augustin Joseph
dugdd101,1003539,Dugdale,Daniel Edward
dugeo101,1003540,Dugey,Oscar Joseph
duggj101,1003541,Duggan,James Elmer
NULL,17719,Duggar,Steven Michael
duggb101,1003542,Duggleby,William James
dukem101,1003543,Duke,Martin F.
dukez001,3840,Duke,Zachary Thomas
dukee001,4946,Dukes,Elijah David
dukej101,1003544,Dukes,Noble Jan
duket101,1003545,Dukes,Thomas Earl
dulib101,1003546,Duliba,Robert John
dullr001,13974,Dull,Ryan Christopher
dumap001,8598,Dumatrait,Phillip Anthony
dumog101,1003547,Dumont,George Henry
dumod101,1003548,Dumoulin,Daniel Lynn
dumon101,1003549,Dumovich,Nicholas
dunbm001,1003550,Dunbar,Matthew Marshall
dunbt001,1003551,Dunbar,Thomas Jerome
duncc002,2722,Duncan,Christopher Edwin
duncc001,276,Duncan,Courtney Demond
duncd101,1003552,Duncan,David Edwin
duncj001,1715,Duncan,Jeffrey Matthew
duncj101,1003553,Duncan,James William
duncm001,1003554,Duncan,Mariano
duncp101,1003555,Duncan,Louis Baird
duncs001,3620,Duncan,David Shelley
